Customer_ID,Churn_Flag,text,usable,primary_reason,mood,flag_Price,flag_Value,flag_Support,flag_Product,flag_Performance,flag_Onboarding,flag_Competitor
C014297,1.0,"mobile experience was unreliable and often crashed Additionally, after piloting, the outcomes did not justify the cost handoffs between agents made me repeat the same details Additionally, account migration from our old system had errors Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,0,1,1,0
C033014,0.0,"I needed proactive guidance but only received scripted replies Additionally, the interface felt cluttered and confusing for new users they had a more flexible contract and transparent billing Additionally, initial setup was complicated and poorly documented Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Support,Frustrated,0,0,1,1,0,1,1
C029901,1.0,"it took weeks before we were confident with the basics Additionally, they had a more flexible contract and transparent billing reports took too long to generate for leadership meetings Additionally, training resources were generic and not role specific Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Performance,Hopeful,0,0,0,0,1,1,1
C065977,1.0,"my tickets stayed open for weeks without clear updates Additionally, integrations with other tools were limited and brittle it took weeks before we were confident with the basics Additionally, account migration from our old system had errors Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Support,Frustrated,0,0,1,1,0,1,0
C083233,1.0,"sync jobs failed randomly and required manual reruns Additionally, training resources were generic and not role specific we used only a small subset of the product capabilities Additionally, friends recommended another tool with simpler workflows Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,0,0,1,1,1
C054753,0.0,"reports took too long to generate for leadership meetings Additionally, mobile experience was unreliable and often crashed a competitor offered better analytics and clean dashboards Additionally, training resources were generic and not role specific Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Performance,Frustrated,0,0,0,0,1,1,1
C046455,1.0,"they had a more flexible contract and transparent billing Additionally, downtimes happened right before our deliverables pricing felt too high for the features I actually used Additionally, friends recommended another tool with simpler workflows Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Hopeful,1,0,0,0,1,0,1
C021177,1.0,"I needed proactive guidance but only received scripted replies Additionally, support response times were slow during critical issues training resources were generic and not role specific Additionally, friends recommended another tool with simpler workflows we got a bundled offer that included priority support Additionally, mobile experience was unreliable and often crashed Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,0,1,1,1
C055251,1.0,"handoffs between agents made me repeat the same details Additionally, initial setup was complicated and poorly documented they had a more flexible contract and transparent billing Additionally, sync jobs failed randomly and required manual reruns initial setup was complicated and poorly documented Additionally, sync jobs failed randomly and required manual reruns Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Support,Frustrated,0,0,1,0,1,1,1
C086296,1.0,"the ROI for our team was unclear and hard to measure Additionally, the value for money did not feel right after the first few months discounts were inconsistent and the renewal price surprised me Additionally, account migration from our old system had errors Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Disappointed,1,1,0,0,0,1,0
C000023,1.0,"sync jobs failed randomly and required manual reruns Additionally, we could not secure budget for the next cycle friends recommended another tool with simpler workflows Additionally, we got a bundled offer that included priority support Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,0,0,1,0,1
C003143,1.0,"I needed proactive guidance but only received scripted replies Additionally, integrations with other tools were limited and brittle it took weeks before we were confident with the basics Additionally, it took weeks before we were confident with the basics Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Support,Frustrated,0,0,1,1,0,1,0
C061481,1.0,"reports took too long to generate for leadership meetings Additionally, we used only a small subset of the product capabilities key features were missing for my workflow and team Additionally, integrations with other tools were limited and brittle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Hopeful,0,1,0,1,1,0,0
C086134,1.0,"page load times increased significantly during peak hours Additionally, the ROI for our team was unclear and hard to measure discounts were inconsistent and the renewal price surprised me Additionally, integrations with other tools were limited and brittle training resources were generic and not role specific Additionally, the interface felt cluttered and confusing for new users Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Disappointed,1,1,0,1,1,1,0
C073151,0.0,"reports took too long to generate for leadership meetings Additionally, key features were missing for my workflow and team handoffs between agents made me repeat the same details Additionally, page load times increased significantly during peak hours Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Support,Frustrated,0,0,1,1,1,0,0
C055084,0.0,"it took weeks before we were confident with the basics Additionally, I needed proactive guidance but only received scripted replies a competitor offered better analytics and clean dashboards Additionally, page load times increased significantly during peak hours Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Support,Frustrated,0,0,1,0,1,1,1
C041327,0.0,"sync jobs failed randomly and required manual reruns Additionally, mobile experience was unreliable and often crashed they had a more flexible contract and transparent billing Additionally, training resources were generic and not role specific pricing felt too high for the features I actually used Additionally, discounts were inconsistent and the renewal price surprised me Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,0,0,0,1,1,1
C078484,0.0,"integrations with other tools were limited and brittle Additionally, the interface felt cluttered and confusing for new users they had a more flexible contract and transparent billing Additionally, account migration from our old system had errors handoffs between agents made me repeat the same details Additionally, the value for money did not feel right after the first few months Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,1,0,1,1
C020732,1.0,"page load times increased significantly during peak hours Additionally, handoffs between agents made me repeat the same details it took weeks before we were confident with the basics Additionally, reports took too long to generate for leadership meetings Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Support,Frustrated,0,0,1,0,1,1,0
C002815,1.0,"page load times increased significantly during peak hours Additionally, page load times increased significantly during peak hours a competitor offered better analytics and clean dashboards Additionally, integrations with other tools were limited and brittle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Product,Hopeful,0,0,0,1,1,0,1
C074738,0.0,"account migration from our old system had errors Additionally, initial setup was complicated and poorly documented we used only a small subset of the product capabilities Additionally, training resources were generic and not role specific the value for money did not feel right after the first few months Additionally, sync jobs failed randomly and required manual reruns Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,0,0,1,1,0
C061539,0.0,"the ROI for our team was unclear and hard to measure Additionally, the value for money did not feel right after the first few months sync jobs failed randomly and required manual reruns Additionally, we got a bundled offer that included priority support Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,0,0,1,0,0
C090827,1.0,"reports took too long to generate for leadership meetings Additionally, pricing felt too high for the features I actually used account migration from our old system had errors Additionally, a competitor offered better analytics and clean dashboards we used only a small subset of the product capabilities Additionally, the interface felt cluttered and confusing for new users Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Hopeful,1,1,0,1,1,1,1
C027017,1.0,"they had a more flexible contract and transparent billing Additionally, downtimes happened right before our deliverables account migration from our old system had errors Additionally, after piloting, the outcomes did not justify the cost Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Disappointed,0,1,0,0,1,1,1
C004209,1.0,"training resources were generic and not role specific Additionally, handoffs between agents made me repeat the same details discounts were inconsistent and the renewal price surprised me Additionally, my tickets stayed open for weeks without clear updates my tickets stayed open for weeks without clear updates Additionally, discounts were inconsistent and the renewal price surprised me Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,0,1,0,0,1,0
C082346,0.0,"we got a bundled offer that included priority support Additionally, it took weeks before we were confident with the basics competitors offered a similar plan at a lower monthly rate Additionally, we could not secure budget for the next cycle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Disappointed,1,1,0,0,0,1,0
C084420,1.0,"they had a more flexible contract and transparent billing Additionally, pricing felt too high for the features I actually used sync jobs failed randomly and required manual reruns Additionally, after piloting, the outcomes did not justify the cost Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,1,0,0,1,0,1
C000744,1.0,"account migration from our old system had errors Additionally, initial setup was complicated and poorly documented handoffs between agents made me repeat the same details Additionally, mobile experience was unreliable and often crashed Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Support,Frustrated,0,0,1,0,1,1,0
C011848,1.0,"discounts were inconsistent and the renewal price surprised me Additionally, competitors offered a similar plan at a lower monthly rate a competitor offered better analytics and clean dashboards Additionally, after piloting, the outcomes did not justify the cost sync jobs failed randomly and required manual reruns Additionally, the ROI for our team was unclear and hard to measure Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,1,0,0,1,0,1
C040499,1.0,"handoffs between agents made me repeat the same details Additionally, integrations with other tools were limited and brittle page load times increased significantly during peak hours Additionally, pricing felt too high for the features I actually used we could not secure budget for the next cycle Additionally, we used only a small subset of the product capabilities Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,1,1,1,1,0,0
C042016,0.0,"pricing felt too high for the features I actually used Additionally, training resources were generic and not role specific the ROI for our team was unclear and hard to measure Additionally, I needed proactive guidance but only received scripted replies downtimes happened right before our deliverables Additionally, key features were missing for my workflow and team Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,1,1,1,1,1,0
C087656,1.0,,False,Unclassified,Neutral,0,0,0,0,0,0,0
C010513,1.0,"the interface felt cluttered and confusing for new users Additionally, after piloting, the outcomes did not justify the cost training resources were generic and not role specific Additionally, I needed proactive guidance but only received scripted replies Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,1,0,1,0
C005310,0.0,"it took weeks before we were confident with the basics Additionally, support response times were slow during critical issues key features were missing for my workflow and team Additionally, account migration from our old system had errors Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Support,Hopeful,0,0,1,1,0,1,0
C002879,1.0,it took weeks,True,Unclassified,Neutral,0,0,0,0,0,0,0
C049931,0.0,"pricing felt too high for the features I actually used Additionally, we used only a small subset of the product capabilities key features were missing for my workflow and team Additionally, downtimes happened right before our deliverables Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Hopeful,1,1,0,1,1,0,0
C020868,1.0,the interface felt cluttered and,True,Product,Neutral,0,0,0,1,0,0,0
C073897,1.0,"integrations with other tools were limited and brittle Additionally, initial setup was complicated and poorly documented friends recommended another tool with simpler workflows Additionally, after piloting, the outcomes did not justify the cost Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,0,1,0,1,1
C068426,1.0,"the value for money did not feel right after the first few months Additionally, the interface felt cluttered and confusing for new users we used only a small subset of the product capabilities Additionally, downtimes happened right before our deliverables Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Disappointed,0,1,0,1,1,0,0
C011239,1.0,"my tickets stayed open for weeks without clear updates Additionally, a competitor offered better analytics and clean dashboards sync jobs failed randomly and required manual reruns Additionally, competitors offered a similar plan at a lower monthly rate Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,0,1,0,1,0,1
C006180,1.0,"I needed proactive guidance but only received scripted replies Additionally, the interface felt cluttered and confusing for new users sync jobs failed randomly and required manual reruns Additionally, page load times increased significantly during peak hours Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Support,Frustrated,0,0,1,1,1,0,0
C044449,1.0,"handoffs between agents made me repeat the same details Additionally, the interface felt cluttered and confusing for new users reports took too long to generate for leadership meetings Additionally, the ROI for our team was unclear and hard to measure mobile experience was unreliable and often crashed Additionally, the value for money did not feel right after the first few months Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,1,1,0,0
C002227,1.0,"training resources were generic and not role specific Additionally, the ROI for our team was unclear and hard to measure integrations with other tools were limited and brittle Additionally, we got a bundled offer that included priority support I needed proactive guidance but only received scripted replies Additionally, we could not secure budget for the next cycle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,1,0,1,0
C045364,1.0,"friends recommended another tool with simpler workflows Additionally, pricing felt too high for the features I actually used we could not secure budget for the next cycle Additionally, initial setup was complicated and poorly documented Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,1,0,0,0,1,1
C093407,1.0,"my tickets stayed open for weeks without clear updates Additionally, key features were missing for my workflow and team the interface felt cluttered and confusing for new users Additionally, we got a bundled offer that included priority support Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,1,0,0,0
C090686,1.0,"account migration from our old system had errors Additionally, the value for money did not feel right after the first few months my tickets stayed open for weeks without clear updates Additionally, I needed proactive guidance but only received scripted replies pricing felt too high for the features I actually used Additionally, training resources were generic and not role specific Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,1,1,0,0,1,0
C010759,1.0,pricing,False,Unclassified,Neutral,0,0,0,0,0,0,0
C017345,1.0,"a competitor offered better analytics and clean dashboards Additionally, integrations with other tools were limited and brittle handoffs between agents made me repeat the same details Additionally, after piloting, the outcomes did not justify the cost account migration from our old system had errors Additionally, training resources were generic and not role specific Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,1,0,1,1
C015540,1.0,"competitors offered a similar plan at a lower monthly rate Additionally, training resources were generic and not role specific they had a more flexible contract and transparent billing Additionally, we could not secure budget for the next cycle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Disappointed,1,1,0,0,0,1,1
C032111,0.0,"sync jobs failed randomly and required manual reruns Additionally, training resources were generic and not role specific handoffs between agents made me repeat the same details Additionally, the value for money did not feel right after the first few months Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,0,1,1,0
C040049,1.0,"discounts were inconsistent and the renewal price surprised me Additionally, handoffs between agents made me repeat the same details page load times increased significantly during peak hours Additionally, training resources were generic and not role specific after piloting, the outcomes did not justify the cost Additionally, handoffs between agents made me repeat the same details Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,1,1,0,1,1,0
C058674,1.0,"initial setup was complicated and poorly documented Additionally, friends recommended another tool with simpler workflows the ROI for our team was unclear and hard to measure Additionally, sync jobs failed randomly and required manual reruns Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,0,0,1,1,1
C092860,1.0,"I needed proactive guidance but only received scripted replies Additionally, the value for money did not feel right after the first few months we used only a small subset of the product capabilities Additionally, account migration from our old system had errors Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,0,0,1,0
C023381,1.0,"they had a more flexible contract and transparent billing Additionally, the value for money did not feel right after the first few months reports took too long to generate for leadership meetings Additionally, initial setup was complicated and poorly documented Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,0,0,1,1,1
C065123,1.0,"page load times increased significantly during peak hours Additionally, my tickets stayed open for weeks without clear updates training resources were generic and not role specific Additionally, it took weeks before we were confident with the basics Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Support,Frustrated,0,0,1,0,1,1,0
C017851,0.0,"sync jobs failed randomly and required manual reruns Additionally, we used only a small subset of the product capabilities integrations with other tools were limited and brittle Additionally, mobile experience was unreliable and often crashed discounts were inconsistent and the renewal price surprised me Additionally, they had a more flexible contract and transparent billing Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Price,Frustrated,1,1,0,1,1,0,1
C044996,0.0,"after piloting, the outcomes did not justify the cost Additionally, key features were missing for my workflow and team friends recommended another tool with simpler workflows Additionally, training resources were generic and not role specific handoffs between agents made me repeat the same details Additionally, the ROI for our team was unclear and hard to measure Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,1,0,1,1
C093879,1.0,"downtimes happened right before our deliverables Additionally, reports took too long to generate for leadership meetings the interface felt cluttered and confusing for new users Additionally, handoffs between agents made me repeat the same details the value for money did not feel right after the first few months Additionally, I needed proactive guidance but only received scripted replies Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,1,1,0,0
C043536,1.0,"training resources were generic and not role specific Additionally, initial setup was complicated and poorly documented a competitor offered better analytics and clean dashboards Additionally, initial setup was complicated and poorly documented Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Onboarding,Frustrated,0,0,0,0,0,1,1
C060012,1.0,"they had a more flexible contract and transparent billing Additionally, a competitor offered better analytics and clean dashboards the ROI for our team was unclear and hard to measure Additionally, integrations with other tools were limited and brittle Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Disappointed,0,1,0,1,0,0,1
C041013,1.0,"I needed proactive guidance but only received scripted replies Additionally, a competitor offered better analytics and clean dashboards we got a bundled offer that included priority support Additionally, training resources were generic and not role specific after piloting, the outcomes did not justify the cost Additionally, handoffs between agents made me repeat the same details Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,0,0,1,1
C053452,1.0,"we could not secure budget for the next cycle Additionally, we could not secure budget for the next cycle sync jobs failed randomly and required manual reruns Additionally, friends recommended another tool with simpler workflows Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,0,0,1,0,1
C031832,1.0,"it took weeks before we were confident with the basics Additionally, downtimes happened right before our deliverables we got a bundled offer that included priority support Additionally, reports took too long to generate for leadership meetings handoffs between agents made me repeat the same details Additionally, reports took too long to generate for leadership meetings Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,0,1,1,0
C056982,1.0,we could not secure budget for the,True,Value,Disappointed,0,1,0,0,0,0,0
C061981,0.0,"the ROI for our team was unclear and hard to measure Additionally, reports took too long to generate for leadership meetings friends recommended another tool with simpler workflows Additionally, it took weeks before we were confident with the basics Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Disappointed,0,1,0,0,1,1,1
C004389,0.0,"they had a more flexible contract and transparent billing Additionally, we used only a small subset of the product capabilities the interface felt cluttered and confusing for new users Additionally, the ROI for our team was unclear and hard to measure Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Disappointed,0,1,0,1,0,0,1
C022751,0.0,"my tickets stayed open for weeks without clear updates Additionally, the value for money did not feel right after the first few months initial setup was complicated and poorly documented Additionally, support response times were slow during critical issues integrations with other tools were limited and brittle Additionally, key features were missing for my workflow and team Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,1,1,0,1,0
C090386,0.0,"we could not secure budget for the next cycle Additionally, key features were missing for my workflow and team initial setup was complicated and poorly documented Additionally, friends recommended another tool with simpler workflows reports took too long to generate for leadership meetings Additionally, it took weeks before we were confident with the basics Overall, I believe clearer communication, predictable pricing, and faster support would have helped us stay.",True,Value,Frustrated,0,1,0,1,1,1,1
